Unnamed: 0,order_id,first_name,last_name,email,total_amt,items_cnt,category,item_name,price
83,14086.0,Ji-woo,Costa,Ji-wooCosta@gmail.com,11.0,2.0,device,miniature device charger,5.5
84,221973.0,Zoe,Tanaka,ZoeTanaka1983@yahoo.info,0.0,2.0,instrument,glossy instrument how-to-manual,0.0
85,199348.0,Diego,Fourie,DiegoFourie@outlook.net,160.0,2.0,module,fuzzy module refill,80.0
86,152170.0,S,Mueller,S_Mueller1999@gmail.biz,79.2,3.0,instrument,industrial-strength instrument charger,26.4
87,,Luis,Hernandez,Luis_Hernandez@outlook.com,,,,,
88,242118.0,Dot,Bertrand,DotBertrand1982@earthlink.com,33.0,3.0,device,miniature device wrapper,11.0
89,10479.0,Arata,McRobot,ArataMcRobot@outlook.org,1440.0,3.0,apparatus,extra-strength apparatus refill,480.0
90,159633.0,Noah,Hernandez,Noah_Hernandez1962@earthlink.org,890.0,4.0,gadget,gadget storage_unit,222.5
91,293297.0,Reem,Freeman,Reem_Freeman@inbox.edu,792.0,4.0,apparatus,prize-winning apparatus carrying_case,198.0
92,390616.0,B,Liu,B_Liu1965@gmail.biz,21.45,5.0,widget,rechargable widget warmer,4.29
93,49366.0,Mary,Khan,MaryKhan1979@earthlink.edu,1112.52,4.0,gadget,matte gadget storage_unit,278.13
94,294101.0,Rin,Janssens,Rin_Janssens1995@gmail.edu,213.6,4.0,gadget,gadget cleaner,53.4
95,294755.0,D,Sousa,DSousa@outlook.net,28.8,8.0,widget,glossy widget,3.6
96,265845.0,Jennifer,Mammadov,JenniferMammadov1953@earthlink.com,220.0,4.0,instrument,matte instrument,55.0
97,257925.0,Claire,Hernandez,Claire_Hernandez@gmail.biz,55.0,4.0,tool,prize-winning tool opener,13.75
98,110761.0,K,Lewis,K_Lewis@inbox.edu,215.38,2.0,gadget,prize-winning gadget warmer,107.69
99,389318.0,Davit,Evans,Davit_Evans@gmail.com,300.0,4.0,device,organic device,75.0
100,146031.0,Arata,Schmidt,Arata_Schmidt1990@yahoo.com,54.0,3.0,mechanism,glossy mechanism,18.0
101,256477.0,Emily,Schmidt,EmilySchmidt@outlook.org,165.0,3.0,tool,extra-strength tool warmer,55.0
102,137606.0,Aanya,Martin,Aanya_Martin1976@outlook.com,97.9,2.0,gadget,digital gadget opener,48.95
103,,Peter,Sokolov,Peter_Sokolov@outlook.org,,,,,
104,50460.0,Sora,Jones,Sora_Jones@yahoo.biz,138.84,3.0,gadget,reflective gadget wrapper,46.28
105,350950.0,Riya,Phillips,RiyaPhillips1971@gmail.com,108.0,4.0,device,analog device carrying_case,27.0
106,261114.0,Rebecca,Petrov,Rebecca_Petrov@earthlink.edu,55.0,1.0,module,prize-winning module opener,55.0
107,228720.0,Z,Evans,Z_Evans@mail.biz,25.2,6.0,widget,aerodynamic widget,4.2
108,180303.0,J,Silva,JSilva@gmail.com,63.0,7.0,widget,industrial-strength widget,9.0
109,26837.0,L,Petrov,LPetrov1960@gmail.net,90.0,4.0,mechanism,organic mechanism,22.5
110,96840.0,M,Sargsyan,MSargsyan@earthlink.edu,24.3,15.0,widget,analog widget carrying_case,1.62
111,52136.0,Kobe,Phillips,KobePhillips@mail.com,138.84,3.0,gadget,reflective gadget wrapper,46.28
112,78734.0,A,Lee,A_Lee@gmail.com,39.6,4.0,dongle,miniature dongle cleaner,9.9
113,,E,Rodriquez,ERodriquez1977@mail.com,,,,,
114,,Chloe,Dubois,Chloe_Dubois@inbox.info,,,,,
115,392956.0,Grace,Weber,Grace_Weber1955@inbox.edu,132.0,4.0,dongle,prize-winning dongle,33.0
116,134067.0,A,Patel,A_Patel2005@gmail.com,195.8,4.0,gadget,prize-winning gadget opener,48.95
117,343720.0,Khalid,Diaz,KhalidDiaz1967@gmail.com,67.2,4.0,mechanism,aerodynamic mechanism refill,16.8
118,267032.0,Jack,Kruger,JackKruger@yahoo.info,8.4,2.0,mechanism,aerodynamic mechanism charger,4.2
119,225691.0,Maryam,Watanabe,Maryam_Watanabe@inbox.com,16.8,8.0,widget,aerodynamic widget opener,2.1
120,92289.0,Jonas,Lopez,JonasLopez2002@gmail.net,117.0,3.0,dongle,rechargable dongle,39.0
121,96836.0,Ahmed,Robotson,Ahmed_Robotson2004@gmail.org,16.38,7.0,widget,rechargable widget carrying_case,2.34
122,378310.0,Camila,Miller,Camila_Miller1979@gmail.com,54.0,1.0,dongle,industrial-strength dongle carrying_case,54.0
123,361462.0,Hosna,Pillay,HosnaPillay@outlook.com,44.0,4.0,device,prize-winning device charger,11.0
124,37973.0,Maryam,Kruger,Maryam_Kruger@inbox.edu,99.0,3.0,apparatus,miniature apparatus charger,33.0
125,315875.0,Haruta,Tanaka,HarutaTanaka@yahoo.info,88.0,4.0,instrument,fuzzy instrument opener,22.0
126,17462.0,Diya,Sargsyan,DiyaSargsyan1957@outlook.com,26.4,4.0,mechanism,miniature mechanism refill,6.6
127,89100.0,Omar,McRobot,OmarMcRobot@yahoo.com,0.0,2.0,tool,organic tool how-to-manual,0.0
128,180759.0,Omar,Schmidt,Omar_Schmidt@mail.net,25.2,7.0,widget,organic widget refill,3.6
129,276239.0,Jack,Jones,JackJones@gmail.org,225.0,3.0,tool,industrial-strength tool,75.0
130,,Grace,Chen,GraceChen@inbox.org,,,,,
131,147376.0,Maryam,Kumar,Maryam_Kumar@yahoo.biz,0.0,11.0,widget,analog widget how-to-manual,0.0
132,6097.0,Sakura,Kowalski,SakuraKowalski@outlook.org,198.0,3.0,module,prize-winning module cleaner,66.0
133,314215.0,Elena,Jones,Elena_Jones@gmail.com,1800.0,4.0,apparatus,organic apparatus,450.0
134,86414.0,Lisa,Sargsyan,Lisa_Sargsyan1976@gmail.com,440.0,4.0,module,prize-winning module,110.0
135,340836.0,Elizabeth,Khoury,ElizabethKhoury1967@gmail.com,12.0,8.0,widget,widget opener,1.5
136,171310.0,J,Varghese,JVarghese1992@gmail.com,480.0,4.0,apparatus,apparatus wrapper,120.0
137,221580.0,K,Schmidt,KSchmidt@gmail.info,200.0,4.0,device,extra-strength device opener,50.0
138,282034.0,I,Hassan,IHassan2003@gmail.com,1040.0,4.0,contraption,reflective contraption refill,260.0
139,197917.0,Victoria,Computer,Victoria_Computer@gmail.biz,36.0,1.0,device,analog device refill,36.0
140,155010.0,Maryam,Kruger,MaryamKruger1987@outlook.biz,1300.0,4.0,module,rechargable module storage_unit,325.0
141,298030.0,Kobe,Miller,KobeMiller@gmail.info,225.0,3.0,dongle,dongle storage_unit,75.0
142,389303.0,A,Martin,AMartin@inbox.edu,12.48,8.0,widget,rechargable widget wrapper,1.56
143,127709.0,Ji-woo,Saito,Ji-woo_Saito1998@yahoo.net,53.4,1.0,gadget,gadget cleaner,53.4
144,302202.0,B,Silva,B_Silva1988@outlook.com,150.0,3.0,device,extra-strength device opener,50.0
145,24735.0,Diego,Alami,DiegoAlami1964@gmail.com,160.2,3.0,gadget,glossy gadget opener,53.4
146,229211.0,Fatima,Wilson,Fatima_Wilson@yahoo.com,67.5,3.0,tool,organic tool cleaner,22.5
147,128547.0,Kobe,Rossi,Kobe_Rossi@mail.com,20.0,2.0,tool,extra-strength tool charger,10.0
148,234660.0,M,Liu,MLiu1974@yahoo.org,18.0,1.0,mechanism,industrial-strength mechanism wrapper,18.0
149,179404.0,Ji-woo,Miller,Ji-woo_Miller1994@earthlink.com,337.5,3.0,device,analog device storage_unit,112.5
150,163519.0,D,Varga,D_Varga2002@earthlink.com,180.0,4.0,module,analog module opener,45.0
151,256589.0,Maria,Murphy,MariaMurphy@outlook.org,356.0,4.0,gadget,gadget,89.0
152,282046.0,N,Ahmad,NAhmad1976@mail.com,171.6,3.0,instrument,rechargable instrument,57.2
153,197701.0,A,Ortiz,AOrtiz@yahoo.net,450.0,2.0,contraption,analog contraption,225.0
154,217399.0,O,Gonzalez,O_Gonzalez@gmail.info,0.0,2.0,gadget,extra-strength gadget how-to-manual,0.0
155,212709.0,Data,Schmidt,DataSchmidt1955@gmail.com,0.0,1.0,instrument,instrument how-to-manual,0.0
156,9180.0,Reem,Miller,Reem_Miller1968@inbox.com,19.5,5.0,widget,reflective widget,3.9
157,23196.0,Tambika,Wilson,Tambika_Wilson1994@gmail.org,33.0,4.0,mechanism,miniature mechanism,8.25
158,117919.0,Jack,Adams,Jack_Adams@gmail.com,14.58,9.0,widget,analog widget carrying_case,1.62
159,33055.0,Maria,Liu,Maria_Liu@mail.com,37.5,1.0,tool,industrial-strength tool opener,37.5
160,352212.0,T,Lewis,TLewis1952@earthlink.edu,90.0,3.0,device,fuzzy device cleaner,30.0
161,214224.0,Jennifer,Computer,Jennifer_Computer@earthlink.net,0.0,1.0,apparatus,matte apparatus how-to-manual,0.0
162,164788.0,Claire,Watanabe,ClaireWatanabe@inbox.com,300.0,1.0,apparatus,apparatus,300.0
163,110750.0,M,Murphy,M_Murphy1953@inbox.com,0.0,4.0,gadget,rechargable gadget how-to-manual,0.0
164,307105.0,E,Bertrand,EBertrand@gmail.info,9.9,3.0,mechanism,miniature mechanism wrapper,3.3
165,55102.0,Peter,Alami,PeterAlami@gmail.info,528.0,2.0,apparatus,prize-winning apparatus refill,264.0
166,325208.0,L,Khan,L_Khan@inbox.org,250.0,1.0,contraption,contraption,250.0
167,387199.0,Haruta,Petrov,Haruta_Petrov@gmail.net,100.0,2.0,device,extra-strength device opener,50.0
168,31580.0,J,Dubois,J_Dubois@earthlink.net,495.0,2.0,contraption,analog contraption warmer,247.5
169,62605.0,I,Schmidt,ISchmidt1980@mail.biz,43.2,6.0,widget,industrial-strength widget refill,7.2
170,284485.0,Priya,Watanabe,PriyaWatanabe@earthlink.com,270.0,3.0,apparatus,organic apparatus charger,90.0
171,275067.0,H,Korhonen,HKorhonen@mail.edu,600.0,2.0,apparatus,apparatus,300.0
172,283220.0,Juan,Alami,Juan_Alami1994@mail.org,168.0,4.0,dongle,aerodynamic dongle,42.0
173,129798.0,J,Agarwal,JAgarwal1969@gmail.net,176.22,3.0,gadget,digital gadget cleaner,58.74
174,129990.0,M,Ortiz,M_Ortiz@mail.com,220.0,4.0,module,prize-winning module opener,55.0
175,113442.0,John,Saito,John_Saito@yahoo.com,80.0,4.0,tool,tool refill,20.0
176,290838.0,Diego,Agarwal,DiegoAgarwal@gmail.biz,0.0,3.0,tool,prize-winning tool how-to-manual,0.0
177,380905.0,H,Kim,H_Kim1962@gmail.com,450.0,3.0,module,organic module,150.0
178,119709.0,L,Russell,LRussell1991@gmail.org,300.0,1.0,module,glossy module storage_unit,300.0
179,212045.0,Haruta,Adebayo,HarutaAdebayo1994@inbox.biz,325.0,1.0,contraption,reflective contraption,325.0
180,,Ahmed,Dubois,AhmedDubois@yahoo.info,,,,,
181,287793.0,Rebecca,Saito,RebeccaSaito2004@mail.com,158.4,4.0,instrument,analog instrument,39.6
182,173855.0,Elizabeth,Sargsyan,ElizabethSargsyan@earthlink.org,712.0,4.0,gadget,extra-strength gadget,178.0
183,15248.0,Sarah,Fourie,SarahFourie1989@earthlink.net,60.0,4.0,mechanism,mechanism,15.0
184,,Santiago,Scientist,SantiagoScientist1983@earthlink.info,,,,,
185,152218.0,Amaira,Gupta,AmairaGupta@inbox.org,24.0,4.0,dongle,fuzzy dongle charger,6.0
186,,Khalid,Botson,Khalid_Botson1996@outlook.edu,,,,,
187,304465.0,T,Lewis,TLewis1990@gmail.edu,360.0,3.0,apparatus,apparatus wrapper,120.0
188,339764.0,John,Jones,John_Jones@earthlink.net,572.0,4.0,instrument,rechargable instrument storage_unit,143.0
189,255569.0,Hanah,Varghese,HanahVarghese1997@outlook.com,19.44,12.0,widget,analog widget cleaner,1.62
190,248694.0,Zeke,Costa,Zeke_Costa@inbox.com,195.8,2.0,gadget,prize-winning gadget,97.9
191,243957.0,Seo-yun,Khoury,Seo-yunKhoury@outlook.com,71.2,2.0,gadget,fuzzy gadget wrapper,35.6
192,352088.0,J,Gruber,J_Gruber1967@outlook.org,132.0,1.0,apparatus,miniature apparatus refill,132.0
193,367653.0,N,Kim,NKim@earthlink.biz,37.8,9.0,widget,aerodynamic widget,4.2
194,,Noah,Varghese,NoahVarghese@yahoo.info,,,,,
195,131010.0,Y,Silva,Y_Silva1961@gmail.org,50.0,4.0,device,matte device charger,12.5
196,,Ruth,Chopra,Ruth_Chopra1974@inbox.com,,,,,
197,232271.0,V,Huang,V_Huang1966@outlook.info,146.85,3.0,gadget,miniature gadget,48.95
198,153744.0,Diya,Robotson,Diya_Robotson1977@gmail.org,520.0,4.0,contraption,reflective contraption wrapper,130.0
199,235398.0,Alonso,Anand,Alonso_Anand1970@earthlink.com,0.0,3.0,dongle,matte dongle how-to-manual,0.0
200,150480.0,Tambika,Costa,TambikaCosta2004@gmail.com,23.1,7.0,widget,digital widget,3.3
201,91133.0,K,Korhonen,K_Korhonen@gmail.com,9.9,5.0,widget,prize-winning widget carrying_case,1.98
202,314411.0,Lisa,Gruber,LisaGruber@outlook.info,150.0,4.0,tool,organic tool,37.5
203,32539.0,Amaira,Amin,Amaira_Amin@mail.net,412.5,3.0,device,prize-winning device storage_unit,137.5
204,74465.0,Sunita,Alami,SunitaAlami@gmail.biz,15.0,1.0,mechanism,mechanism,15.0
205,154119.0,J,Martin,JMartin@outlook.com,240.0,4.0,dongle,extra-strength dongle,60.0
206,,Katherine,Taylor,Katherine_Taylor1958@yahoo.com,,,,,
207,,Ben,Murphy,BenMurphy1981@gmail.biz,,,,,
208,286427.0,Valentina,Ng,Valentina_Ng@gmail.edu,21.6,6.0,widget,glossy widget,3.6
209,147633.0,H,Chopra,HChopra@gmail.com,100.0,2.0,device,matte device refill,50.0
210,124445.0,Rodrigo,Janssens,RodrigoJanssens@gmail.info,193.6,4.0,instrument,instrument warmer,48.4
211,,Dot,Liu,Dot_Liu@inbox.com,,,,,
212,334061.0,John,Schmidt,JohnSchmidt1973@mail.info,78.0,4.0,mechanism,reflective mechanism,19.5
213,,Nathan,Khan,NathanKhan@gmail.com,,,,,
214,11262.0,Haruta,Chen,Haruta_Chen1980@earthlink.info,246.4,4.0,instrument,aerodynamic instrument,61.6
215,197349.0,Jennifer,McRobot,Jennifer_McRobot1966@inbox.biz,990.0,3.0,apparatus,digital apparatus,330.0
216,203600.0,S,Janssens,SJanssens@inbox.info,125.0,2.0,device,matte device,62.5
217,96091.0,Amaira,Bertrand,Amaira_Bertrand1963@gmail.info,54.0,4.0,mechanism,analog mechanism,13.5
218,240754.0,Sonya,Martin,SonyaMartin@gmail.info,5.25,7.0,widget,matte widget charger,0.75
219,,M,Korhonen,M_Korhonen1966@gmail.com,,,,,
220,389924.0,Rodrigo,Brown,Rodrigo_Brown@gmail.edu,572.0,4.0,instrument,reflective instrument storage_unit,143.0
221,172631.0,Maria,Powell,Maria_Powell@mail.com,390.0,3.0,module,rechargable module,130.0
222,,P,Weber,PWeber@earthlink.edu,,,,,
223,63320.0,Arata,Wilson,ArataWilson@gmail.com,650.0,4.0,device,reflective device storage_unit,162.5
224,,J,Varghese,JVarghese@gmail.org,,,,,
225,111660.0,Lucas,Martin,Lucas_Martin1973@outlook.edu,100.0,4.0,tool,tool,25.0
226,338635.0,Tala,Sargsyan,Tala_Sargsyan@outlook.edu,256.32,4.0,gadget,glossy gadget carrying_case,64.08
227,384893.0,A,Rossi,ARossi@gmail.net,750.0,2.0,apparatus,matte apparatus,375.0
228,37065.0,Anne,McRobot,AnneMcRobot@gmail.com,580.8,4.0,instrument,industrial-strength instrument warmer,145.2
229,142224.0,E,Jones,EJones@inbox.info,48.0,4.0,dongle,extra-strength dongle charger,12.0
230,39495.0,Dot,McRobotFace,Dot_McRobotFace@gmail.edu,156.0,4.0,dongle,rechargable dongle,39.0
231,61401.0,Youseff,Huang,Youseff_Huang@outlook.com,990.0,3.0,apparatus,prize-winning apparatus,330.0
232,138510.0,S,Freeman,S_Freeman1977@inbox.net,240.0,4.0,module,module carrying_case,60.0
233,256477.0,Emily,Schmidt,EmilySchmidt@outlook.org,82.5,3.0,tool,prize-winning tool,27.5
234,46899.0,Data,Amin,DataAmin@gmail.com,63.0,3.0,tool,aerodynamic tool cleaner,21.0
235,323890.0,Diego,Santos,DiegoSantos1955@earthlink.com,120.0,4.0,tool,extra-strength tool carrying_case,30.0
236,19328.0,A,Fourie,A_Fourie@mail.info,54.0,4.0,mechanism,analog mechanism,13.5
237,281700.0,Jennifer,Davis,JenniferDavis1999@gmail.biz,40.5,9.0,widget,organic widget,4.5
238,227635.0,M,Weber,MWeber1974@earthlink.net,18.0,3.0,dongle,fuzzy dongle charger,6.0
239,344058.0,Irene,Robotson,Irene_Robotson@gmail.org,900.0,3.0,apparatus,fuzzy apparatus,300.0
240,38146.0,Riya,Rodriquez,Riya_Rodriquez@gmail.org,15.0,2.0,mechanism,fuzzy mechanism opener,7.5
241,156577.0,G,Brown,G_Brown@gmail.com,23.4,2.0,mechanism,rechargable mechanism cleaner,11.7
242,133132.0,B,Rodriquez,B_Rodriquez1982@yahoo.biz,126.0,3.0,dongle,aerodynamic dongle,42.0
243,300213.0,Fatima,Zhou,FatimaZhou2003@gmail.org,24.75,5.0,widget,organic widget warmer,4.95
244,275909.0,Sonya,Robotson,SonyaRobotson1950@earthlink.com,42.0,2.0,mechanism,aerodynamic mechanism,21.0
245,,Mohamed,Taylor,Mohamed_Taylor2002@mail.info,,,,,
246,195263.0,Riya,Schmidt,RiyaSchmidt1995@mail.net,99.0,3.0,apparatus,miniature apparatus charger,33.0
247,,Sunita,Patel,SunitaPatel1950@earthlink.edu,,,,,
248,106185.0,Zoe,Lee,ZoeLee2004@yahoo.com,39.0,1.0,device,reflective device carrying_case,39.0
249,,I,Santos,ISantos1971@gmail.com,,,,,
250,4141.0,Riya,Bertrand,Riya_Bertrand2005@outlook.org,14.58,9.0,widget,analog widget carrying_case,1.62
251,290946.0,Lisa,Khan,Lisa_Khan@mail.edu,260.0,4.0,device,rechargable device,65.0
252,,Felipe,Gruber,FelipeGruber1951@outlook.org,,,,,
253,,Davit,Chen,DavitChen1995@yahoo.com,,,,,
254,105511.0,Grace,Bertrand,GraceBertrand@gmail.com,27.0,9.0,widget,widget,3.0
255,395113.0,Priya,Botson,Priya_Botson1950@mail.org,8.4,1.0,mechanism,aerodynamic mechanism wrapper,8.4
256,255632.0,P,Dubois,P_Dubois1983@gmail.com,54.0,3.0,tool,glossy tool cleaner,18.0
257,61416.0,Camila,Ahmad,CamilaAhmad@gmail.edu,100.0,4.0,tool,tool,25.0
258,274290.0,Elena,Taylor,Elena_Taylor1986@gmail.edu,450.0,3.0,contraption,fuzzy contraption carrying_case,150.0
259,75969.0,Nalah,Wilson,Nalah_Wilson@yahoo.com,500.0,2.0,module,module storage_unit,250.0
